IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
4010ad,rdx,18698934,565,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,6.866021,80.22598870056497,19.774011299435028
4010a0,xmm0,18729781,6,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,6.877421,80.33707865168539,19.662921348314608
4010a9,xmm0,19104840,241,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,7.016032,79.88826815642459,20.11173184357542
4010a9,xmm0,19190058,43,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,7.047526,80.0,20.0
4010a0,xmm0,19624430,350,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,7.208056,80.11049723756906,19.88950276243094
401170,xmm0,20189855,355,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,7.41702,80.21978021978022,19.78021978021978
4010ad,rdx,20545370,56,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,7.548407,80.32786885245902,19.672131147540984
4010b0,rflags,20961466,748,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,7.702183,80.43478260869566,19.565217391304348
401180,rflags,21959641,341,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,8.071078,80.0,20.0
4010a0,xmm0,22099449,866,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,8.122747,80.10752688172043,19.892473118279568
4010a5,rax,22634815,974,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,8.320601,80.21390374331551,19.78609625668449
401170,xmm0,22869578,853,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,8.407363,80.31914893617021,19.680851063829788
401182,xmm1,23440011,807,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,8.618177,80.42328042328042,19.576719576719576
